100 5014
93 85 92
93 86 36
93 88 25
93 91 16
93 92 64
93 97 57
93 98 93
93 99 43
93 100 21
94 2 41
94 3 62
94 4 40
94 5 67
94 9 90
94 11 19
94 12 61
94 13 18
94 14 51
94 16 47
94 21 63
94 22 49
94 24 20
94 25 63
94 26 89
94 27 85
94 29 18
94 36 63
94 37 37
94 40 33
94 43 24
94 44 48
94 45 54
94 47 43
94 48 99
94 50 88
94 51 35
94 53 66
94 55 95
94 56 10
94 59 43
94 60 18
94 62 -1
94 63 94
94 64 53
94 65 19
94 67 97
94 69 26
94 71 67
94 72 98
94 76 98
94 77 73
94 78 72
94 79 65
94 80 43
94 82 47
94 83 12
94 85 62
94 88 41
94 90 61
94 91 87
94 93 48
94 96 95
94 99 63
94 100 54
95 2 43
95 5 53
95 6 36
95 12 80
95 13 46
95 14 18
95 15 75
95 17 92
95 18 -1
95 19 46
95 20 100
95 22 63
95 24 47
95 25 24
95 26 11
95 31 25
95 32 95
95 33 74
95 38 19
95 39 29
95 41 69
95 42 28
95 43 66
95 44 88
95 45 87
95 46 40
95 48 70
95 49 67
95 51 46
95 52 91
95 55 17
95 59 35
95 62 23
95 64 21
95 65 66
95 68 81
95 69 95
95 70 94
95 72 45
95 73 21
95 74 18
95 75 82
95 77 47
95 79 37
95 81 25
95 82 11
95 84 86
95 85 60
95 87 14
95 88 79
95 89 55
95 90 62
95 91 53
95 92 34
95 94 89
95 96 82
95 97 17
95 100 100
96 2 76
96 3 68
96 5 20
96 8 77
96 12 54
96 13 64
96 14 47
96 17 61
96 18 90
96 19 50
96 20 73
96 21 67
96 22 87
96 24 18
96 30 46
96 31 55
96 34 76
96 37 56
96 40 30
96 42 34
96 43 84
96 45 52
96 46 21
96 47 21
96 50 56
96 51 16
96 53 13
96 54 50
96 55 33
96 56 24
96 57 24
96 59 98
96 60 27
96 65 56
96 66 81
96 70 97
96 72 21
96 73 69
96 75 24
96 76 40
96 78 19
96 79 11
96 81 44
96 82 46
96 85 18
96 87 87
96 88 79
96 90 64
96 91 65
96 92 60
96 93 35
96 100 20
97 1 93
97 12 -1
97 18 52
97 21 88
97 24 42
97 25 11
97 27 100
97 30 74
97 33 52
97 34 85
97 38 49
97 39 49
97 45 18
97 46 71
97 47 29
97 48 66
97 49 58
97 56 27
97 58 74
97 59 52
97 61 17
97 62 24
97 67 71
97 69 30
97 70 14
97 72 36
97 74 92
97 75 70
97 76 75
97 79 17
97 81 80
97 83 43
97 84 57
97 86 68
97 87 83
97 89 80
97 91 71
97 92 84
97 94 80
98 1 95
98 3 80
98 7 39
98 9 43
98 10 44
98 11 98
98 16 68
98 18 19
98 20 17
98 24 73
98 26 33
98 28 15
98 29 97
98 32 79
98 33 64
98 39 18
98 40 62
98 42 18
98 43 59
98 44 52
98 45 11
98 46 32
98 47 71
98 48 28
98 51 50
98 52 15
98 58 13
98 59 87
98 65 100
98 67 38
98 68 21
98 70 63
98 77 17
98 79 81
98 80 27
98 82 85
98 83 59
98 84 13
98 87 67
98 88 22
98 89 94
98 90 85
98 95 75
98 96 22
98 97 82
99 1 48
99 2 69
99 3 93
99 4 55
99 5 23
99 8 72
99 9 73
99 11 94
99 14 33
99 15 18
99 16 55
99 17 92
99 18 70
99 20 80
99 21 27
99 23 83
99 24 48
99 29 85
99 30 15
99 31 86
99 36 35
99 37 77
99 38 75
99 39 48
99 41 98
99 46 37
99 49 25
99 53 39
99 54 13
99 55 38
99 57 26
99 59 57
99 63 26
99 64 82
99 65 54
99 66 71
99 67 44
99 68 98
99 72 31
99 74 80
99 75 99
99 77 99
99 80 82
99 81 34
99 83 28
99 85 50
99 87 22
99 88 29
99 90 70
99 91 64
99 92 97
99 97 -1
99 100 23
100 7 17
100 9 95
100 10 62
100 14 19
100 15 48
100 17 17
100 22 88
100 24 25
100 27 72
100 28 44
100 29 24
100 30 30
100 33 91
100 34 55
100 35 55
100 37 27
100 38 11
100 39 13
100 41 33
100 42 17
100 43 93
100 46 84
100 48 19
100 49 -1
100 51 62
100 52 33
100 54 78
100 57 75
100 59 39
100 60 18
100 64 84
100 67 12
100 69 16
100 70 43
100 71 53
100 72 54
100 73 99
100 74 98
100 75 55
100 77 59
100 78 48
100 79 11
100 80 39
100 82 36
100 85 58
100 86 60
100 87 35
100 89 37
100 90 22
100 95 83
100 96 76
100 98 68
